SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,CRNTCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT
9/30/2009,1,1,0,BK04194094036100,4,19,4,940361,0,0,,4/30/2009,4/30/2009,2009,2009,13,13,c,c,n,287520000,37111,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,162641.52,150000,12641.52,185371.23,160224.37,2040,23106.86,183331.23,2040,185371.23,7496.45,6876.17,6388,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK05365091124200,5,36,5,911242,0,0,,4/30/2009,4/30/2009,2009,2009,13,13,c,c,y,711080000,22017,n,n,,711080000,22017,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,220047,150000,70047,201766,178785,910,22071,200856,910,201766,4585.4,3760.3,3320.3,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK11262090547400,11,26,2,905474,0,0,,9/16/2009,9/16/2009,2009,2009,13,13,c,c,n,352150000,1073,n,n,,,,,,,i,i,v,i,i,,y,A,A,A,A,A,A,y,y,,,1985,0,1985,12651.04,0,8364.5,4286.54,4286.54,8364.5,12651.04,1257,1257,1015.5,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK11272083248000,11,27,2,832480,0,0,,,11/17/2008,2008,2009,13,13,c,c,y,361160000,1101,n,n,,361160000,1101,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,137628,124800,12828,226667,114338,4700,107629,221967,4700,226667,6068,6119.54,4396,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK06512083216100,6,51,2,832161,0,0,,11/12/2008,11/12/2008,2008,2009,13,13,c,c,n,381110000,47157,n,n,,,,,,,i,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,111588,78000,33588,151316,89387,0,61929,151316,0,151316,5281.87,3554,2910,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK08654084030500,8,65,4,840305,0,0,,,1/14/2008,2008,2008,13,13,c,c,y,630310000,29189,n,n,1/14/2008,630310000,29189,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,159775,136900,22875,170615,158836,5039,6740,165576,5039,170615,5586.53,3725.63,3269.9,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK09729089214000,9,72,9,892140,0,0,,10/7/2008,10/7/2008,2008,2009,13,13,c,c,y,953820000,6099,n,n,,953820000,6099,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,299046,245000,54046,464267,340463,0,123804,438411,25856,464267,13344,2820,2501,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04223093407200,4,22,3,934072,0,0,,6/26/2009,6/26/2009,2009,2009,13,13,c,c,n,230020000,51007,n,n,,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,82495,72500,9995,165534,149556,223,15755,165311,223,165534,2165,1638,1340,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK03121082666700,3,12,1,826667,0,0,,,9/3/2008,2008,2008,13,13,c,c,n,80070000,34007,n,n,9/3/2008,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,11217,0,11217,26756.6,7975.26,0,18781.34,26756.6,0,26756.6,2019,2019,1763,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2014,0,0,1,BK113E4094074800,11,3E,4,940748,0,0,,2/24/2009,2/24/2009,2009,2009,13,13,c,c,y,301650000,13115,n,n,,301650000,13115,n,n,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,95240,80000,15240,115761,77695,0,38066,115761,0,115761,5057,3949,3429,,,,,3.3.1,3/20/2014,2014,2014,13,n,A,3/20/2014,2014,2014,n,A,3/20/2014,2014,2014,,,5.1.0,N
9/30/2011,0,1,0,BK09715095767800,9,71,5,957678,0,0,,9/10/2009,9/10/2009,2009,2009,13,13,c,c,y,951210000,6085,n,n,,951210000,6085,n,n,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,20965,0,20965,64445.17,17711,0,46734.17,64445.17,0,64445.17,6214.15,5432.22,5152,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK08604091193100,8,60,4,911931,0,0,,3/20/2009,3/20/2009,2009,2009,13,13,c,c,y,722040000,5119,n,n,,722040000,5119,n,n,,p,p,v,i,i,,y,B,B,C,C,A,A,y,y,,,93813.4,78000,15813.4,121629.07,85943.4,12634.92,23050.75,,,,3878.9,3483.82,2099,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK10875071402900,10,87,5,714029,0,0,,,10/31/2007,2007,2008,13,13,c,c,y,731600000,40027,n,n,10/31/2007,731600000,40027,n,n,10/31/2007,p,p,v,i,i,,n,,C,,C,A,A,y,y,,,187788.74,92244,95544.74,137106.79,108276.7,0,28830.09,137106.79,0,137106.79,6342.17,4009.33,3759.57,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2013,0,0,1,BK09713093074300,9,71,3,930743,0,0,,3/28/2009,3/28/2009,2009,2009,13,7,c,c,n,940440000,6081,n,n,,,,,,,p,p,v,i,i,,n,D,D,D,D,B,B,y,n,,,600065,589500,10565,963184.14,486254,47404.14,429526,908468.56,54715.58,963184.14,9815,5905.46,6701,,,,,4.3.0,10/10/2012,2012,2013,7,n,A,10/10/2012,2012,2013,,,,,,,,4.3.0,N
9/30/2008,1,1,0,BK113E1087621900,11,3E,1,876219,0,0,,,8/21/2008,2008,2008,13,13,c,c,y,300450000,13135,n,n,8/21/2008,300450000,13135,n,n,8/21/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,218710,200000,18710,260887.1,201555,0,59332.1,250887.1,10000,260887.1,3960,3339,3051,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04223083594900,4,22,3,835949,0,0,,,11/24/2008,2008,2009,13,13,c,c,n,232600000,51041,n,n,11/24/2008,,,,,,p,p,v,i,i,,n,,,,,A,A,y,y,,,23531,0,23531,62247.37,23430,0,38817.37,,,,2943.92,2417.14,1817.14,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK04161091977000,4,16,1,919770,0,0,,5/29/2009,5/29/2009,2009,2009,13,7,c,c,y,210370000,24003,n,n,,210370000,24003,n,n,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,30414.27,0,30414.27,28453.27,0,0,28453.27,28453.27,0,28453.27,5925,3777.98,3685,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK07564099307700,7,56,4,993077,0,0,,8/31/2009,8/31/2009,2009,2009,13,13,c,c,n,471290000,18019,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,132050,110000,22050,135097,127965,0,7132,135097,0,135097,5046.98,5101,3261,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK03141080449900,3,14,1,804499,0,0,,12/2/2008,12/2/2008,2008,2009,13,13,c,c,n,173310000,42133,n,n,,,,,,,p,p,v,i,i,,n,D,D,C,C,A,A,y,y,,,431546.2,209000,222546.2,246369.17,198576.59,0,47792.58,246369.17,0,246369.17,9107.47,5726.28,4872.94,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK05371071454000,5,37,1,714540,0,0,,,12/12/2007,2007,2008,13,13,c,c,n,388020000,28057,n,n,12/12/2007,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,70172.5,65480,4692.5,102976.66,66933.73,0,36042.93,102976.66,0,102976.66,1506.91,1226.12,431,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK113G4084060900,11,3G,4,840609,0,0,,,6/10/2008,2008,2008,13,13,c,c,n,319020074,13215,n,n,6/10/2008,,,,,,i,c,v,i,i,,n,A,A,A,A,A,A,y,y,,,2210,0,2210,38585,15840,0,22745,38585,0,38585,1051,1582,1179,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06503090273400,6,50,3,902734,0,0,,3/10/2009,3/10/2009,2009,2009,13,13,c,c,y,370860000,47149,n,n,,370860000,47149,n,n,,i,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,126146,113800,12346,132283,87587,0,44696,132283,0,132283,3038.6,2635.32,1679,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06443093088300,6,44,3,930883,0,0,,2/25/2009,2/25/2009,2009,2009,13,13,c,c,n,402410000,21111,n,n,,,,,,,p,p,v,i,i,,y,A,A,C,C,A,A,y,y,,,8330,0,8330,101741.33,9448.53,900,91392.8,30881.33,70860,101741.33,3616,3184,2744,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113A8090162800,11,3A,8,901628,0,0,,,1/30/2009,2009,2009,13,13,c,c,n,335110000,12057,n,n,1/30/2009,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,142465,140000,2465,186986.29,175261.29,400,11325,186586.29,400,186986.29,650,650,1654.24,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2014,0,0,1,BK01011091106900,1,1,1,911069,0,0,,2/11/2009,2/11/2009,2009,2009,13,13,c,c,n,26600000,25001,n,n,2/12/2009,,,,,,p,p,v,i,i,,n,D,D,D,D,A,A,y,y,,,545403.01,220000,325403.01,833944,780134,0,53810,833944,0,833944,10597.32,12589.86,10597.32,,,,,3.3.3,9/9/2014,2014,2014,13,n,A,8/22/2014,2014,2014,,,,,,,,5.1.0,N
9/30/2009,0,1,0,BK07544084054200,7,54,4,840542,0,0,,,4/14/2008,2008,2008,13,13,c,c,n,629590000,17199,n,n,4/14/2008,,,,,,p,p,v,i,i,,y,B,B,C,C,B,B,y,y,,,67533,65000,2533,122087,54855,76,67156,122011,76,122087,0,1390,1552,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2013,0,1,0,BK05404094260600,5,40,4,942606,0,0,,8/17/2009,8/17/2009,2009,2009,13,13,c,c,y,750420000,48085,n,n,,750420000,48085,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,113317.98,99160,14157.98,175988.9,105292.2,2500,68196.7,175988.9,0,175988.9,4250,3626.51,3146.57,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK05421091064100,5,42,1,910641,0,0,,3/18/2009,3/18/2009,2009,2009,13,13,c,c,y,787480000,48453,n,n,,787480000,48453,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,300724.23,180000,120724.23,368391.21,244740.24,12509.84,111141.13,358681.37,9709.84,368391.21,12012.21,8100.43,6008.38,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06512092351900,6,51,2,923519,0,0,,3/31/2009,3/31/2009,2009,2009,13,13,c,c,n,380020000,47157,n,n,,,,,,,i,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,238064,237000,1064,241443.79,234098.14,0,7345.65,241443.79,0,241443.79,4785.55,4223.91,1480,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113A2071141300,11,3A,2,711413,0,0,,11/24/2007,11/24/2007,2007,2008,13,13,c,c,y,341350000,12071,n,n,11/17/2008,341350000,12071,n,n,11/17/2008,p,p,v,i,i,,n,C,C,C,C,B,B,y,y,,,271037,240000,31037,331260,263262,0,67998,331260,0,331260,4415,3159,2933,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK03141080340600,3,14,1,803406,0,0,,,9/22/2008,2008,2008,13,13,c,c,n,166210000,42061,n,n,,,,,,,p,p,v,i,i,,n,B,B,B,B,A,A,y,y,,,78250,75000,3250,68606,62308,0,6298,68606,0,68606,2008,1787.16,1643,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK08678088041400,8,67,8,880414,0,0,,,2/22/2008,2008,2008,13,13,c,c,n,681170000,31055,n,n,2/22/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,194885.26,112000,82885.26,151200,99665,0,51535,151200,0,151200,5142.32,3088.76,2296.25,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK07531098138900,7,53,1,981389,0,0,,4/30/2009,4/30/2009,2009,2009,13,13,c,c,y,615710000,17179,n,n,,615710000,17179,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,134313,107610,26703,170108,137771,0,32337,170108,0,170108,2980,3330,2795,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,0,1,BK113A6070487400,11,3A,6,704874,0,0,,,10/9/2007,2007,2008,13,13,c,c,n,347360000,12069,n,n,,,,,,,p,p,v,i,i,,y,,C,,C,A,A,y,y,,,182075,180000,2075,180000,180000,0,0,180000,0,180000,3465.11,1355.61,2474.89,,,,,0.0.0,7/4/2008,2008,2008,13,n,H,,,,,,,,,,,0.0.0,N
9/30/2012,0,0,1,BK05365081323700,5,36,5,813237,0,0,,11/3/2008,11/3/2008,2008,2009,13,13,c,c,n,711060000,22017,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,7347.5,0,7347.5,18473,7230,0,11243,18473,0,18473,4179.14,2422.15,2192.15,,,,,3.4.0,11/8/2011,2011,2012,13,n,K,3/30/2011,2011,2011,,,,,,,,3.4.0,N
9/30/2008,1,1,0,BK05381085150400,5,38,1,851504,0,0,,,9/3/2008,2008,2008,13,13,c,c,y,394290000,28091,n,n,9/3/2008,394290000,28091,n,n,9/3/2008,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,129502,0,129502,136471.13,128533.46,0,7937.67,131957.1,4514.03,136471.13,7331.27,3426.73,2441,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK08664074392300,8,66,4,743923,0,0,,11/4/2007,11/4/2007,2007,2008,13,13,c,c,y,640520000,29095,n,n,11/4/2007,640520000,29095,n,n,,p,p,v,i,i,,n,B,B,B,B,C,C,y,y,,,67183.44,66000,1183.44,92055.29,56935,0,35120.29,92055.29,0,92055.29,1231,1692,1629.5,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113J4094184500,11,3J,4,941845,0,0,,8/21/2009,8/21/2009,2009,2009,13,13,c,c,n,314180000,13051,n,n,,,,,,,i,i,v,i,i,,y,A,A,A,A,A,A,y,y,,,1532,0,1532,37581,1496,0,36085,37581,0,37581,1705,2124.99,1901,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK113J4084125600,11,3J,4,841256,0,0,,7/16/2008,7/16/2008,2008,2008,13,13,c,c,y,314190000,13051,n,n,7/16/2008,314190000,13051,n,n,7/16/2008,i,i,v,i,i,,y,C,C,C,C,A,A,y,y,,,139400,126000,13400,136603.03,110592,0,26011.03,136603.03,0,136603.03,3903,2226.09,1978,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK09793093109300,9,79,3,931093,0,0,,2/24/2009,2/24/2009,2009,2009,13,13,c,c,n,970300000,41051,n,n,2/24/2009,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,6233.83,0,6233.83,28971.15,13906,0,15065.15,28971.15,0,28971.15,1811.5,1433.38,1133,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2015,0,1,0,BK113C1081459700,11,3C,1,814597,0,0,,4/15/2008,4/15/2008,2008,2008,13,13,c,c,n,331690000,12086,y,y,,,,,,,i,c,v,i,i,,n,C,C,C,C,J,J,y,y,,,0,,,0,,,,,,,,,,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK03141090717300,3,14,1,907173,0,0,,9/16/2009,9/16/2009,2009,2009,13,13,c,c,y,170110000,42041,n,n,,170110000,42041,n,n,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,32695,0,32695,73033.82,26964.07,0,46069.75,62463.82,10570,73033.82,2863.83,2606.73,2340,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK11261084215000,11,26,1,842150,0,0,,,10/1/2008,2008,2009,13,13,c,c,n,351503751,1121,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,27583,11650,15933,25938,15413,0,10525,25938,0,25938,972,972,493.71,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK09783095237000,9,78,3,952370,0,0,,7/21/2009,7/21/2009,2009,2009,13,13,c,c,n,897010000,32510,n,n,,,,,,,p,p,v,i,i,,n,B,B,A,A,A,A,y,y,,,72200,0,72200,18946.07,0,0,18946.07,18946.07,0,18946.07,3025.67,4846.9,1759.8,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK02066086197400,2,6,6,861974,0,0,,8/15/2008,8/15/2008,2008,2008,13,13,c,c,n,134400000,36065,n,n,8/15/2008,,,,,,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,39620,36600,3020,112671.81,64701.15,0,47970.66,102096.81,10575,112671.81,3467,3101,2851,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,0,1,BK05383090173200,5,38,3,901732,0,0,s,2/6/2007,5/18/2009,2009,2009,13,7,c,c,n,391690000,28051,n,n,2/6/2007,,,,,2/6/2007,p,p,v,i,i,,n,C,C,C,C,A,A,n,n,,,119971,75000,44971,164215,95307,5311,63597,112692,51523,164215,5161.96,9240.94,7361.59,05383070040100s,05383090173200s,,,3.3.1,9/17/2009,2009,2009,7,n,A,8/25/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2010,0,1,0,BK02065083015900,2,6,5,830159,0,0,,1/25/2008,1/25/2008,2008,2008,13,13,c,c,n,132072152,36067,n,n,5/4/2010,,,,,,p,p,v,i,i,,n,B,B,B,B,A,A,y,y,,,66320,62300,4020,81785,66185,0,15600,81785,0,81785,3856.34,1833.78,1593.25,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK05425095025300,5,42,5,950253,0,0,,,1/22/2009,2009,2009,13,13,c,c,y,781550000,48187,n,n,1/22/2009,781550000,48187,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,103740,94031,9709,112254.31,76816.37,3200,32237.94,112254.31,0,112254.31,1026.67,2843,2599.3,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK06461080995400,6,46,1,809954,0,0,,,11/6/2008,2008,2009,13,13,c,c,n,494410000,26121,n,n,,,,,,,p,p,v,i,i,,y,B,B,A,A,A,A,y,y,,,52208.97,35000,17208.97,47709.77,43882.88,620.14,3206.75,47089.63,620.14,47709.77,3912.16,2971.15,1882.09,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK10875091273300,10,87,5,912733,0,0,,5/22/2009,5/22/2009,2009,2009,13,13,c,c,n,731070000,40109,n,n,,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,18105,0,18105,49318.57,6200,16142,26976.57,33176.57,16142,49318.57,3315.64,1824.4,1946.75,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK09715095284000,9,71,5,952840,0,0,,4/16/2009,4/16/2009,2009,2009,13,13,c,c,y,951221622,6085,n,n,,951221622,6085,n,n,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,3740,0,3740,10656,0,0,10656,10656,0,10656,0,3849.71,3675,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK09812081510500,9,81,2,815105,0,0,,8/11/2008,8/11/2008,2008,2008,13,13,c,c,y,982010000,53061,n,n,8/11/2008,982010000,53061,n,n,8/11/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,114725,0,114725,239892.05,106547,0,133345.05,239892.05,0,239892.05,11407.07,9354,5917,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK03152092523300,3,15,2,925233,0,0,,7/15/2009,7/15/2009,2009,2009,13,13,c,c,n,152200000,42003,n,n,,,,,,,p,p,v,i,i,,n,B,B,B,B,A,A,y,y,,,89285,47000,42285,72959.5,58849.5,0,14110,72959.5,0,72959.5,3088,2541,2382,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113A6080369700,11,3A,6,803697,0,0,,5/7/2008,5/7/2008,2008,2008,13,7,c,c,n,329550000,12009,n,n,5/7/2008,,,,,,p,p,v,i,i,,n,E,E,E,E,A,A,y,y,,,1398442,1167000,231442,1743610,1631665,0,111945,1743610,0,1743610,3987.15,7774,8478,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK06473093188700,6,47,3,931887,0,0,,3/27/2009,3/27/2009,2009,2009,13,13,c,c,n,448570000,39077,n,n,,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,83050,65000,18050,157483,111810,0,45673,157483,0,157483,3207,2474.42,1914,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK07521071807100,7,52,1,718071,0,0,,,10/2/2007,2007,2008,13,13,c,c,n,606200000,17031,n,n,,,,,,,p,p,v,i,i,,n,,A,,A,A,A,y,y,,,8650,0,8650,32257.97,12141,927,19189.97,31330.97,927,32257.97,2874,2353,1967,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK08644094056800,8,64,4,940568,0,0,,2/2/2009,2/2/2009,2009,2009,13,13,c,c,y,553030000,27003,n,n,,553030000,27003,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,256822.54,234300,22522.54,275189.38,242867.33,0,32322.05,275189.38,0,275189.38,6567.57,5112.97,4507.5,,,,,3.3.3,5/10/2010,2010,2010,13,n,T,3/8/2010,2010,2010,n,T,3/8/2010,2010,2010,,,3.3.3,N
9/30/2010,0,1,0,BK06475095196300,6,47,5,951963,0,0,,5/7/2009,5/7/2009,2009,2009,13,13,c,c,y,442240000,39153,n,n,,442240000,39153,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,234555.05,158480,76075.05,358914.04,221160.52,0,137753.52,318690.13,40223.91,358914.04,5228.12,4911.96,4112.58,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK113E1078148300,11,3E,1,781483,0,0,,,12/20/2007,2007,2008,13,13,c,c,n,302130000,13121,n,n,12/20/2007,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,217400,194000,23400,203062.63,191399,0,11663.63,203062.63,0,203062.63,3605,2961,2661,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK07523077240500,7,52,3,772405,0,0,,,10/5/2007,2007,2008,13,13,c,c,n,610100000,17141,n,n,10/5/2007,,,,,1/15/2008,p,p,v,i,i,,n,,A,,A,A,A,y,y,,,97835,90000,7835,36305,7300,0,29005,36305,0,36305,3932,2645,2273,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK06491081488700,6,49,1,814887,0,0,,,9/19/2008,2008,2008,13,13,c,c,n,374040000,47065,n,n,9/19/2008,,,,,,i,c,v,i,i,,y,A,A,A,A,A,A,y,y,,,31465,27445,4020,30301.54,24377.9,0,5923.64,30301.54,0,30301.54,573.31,973.31,255,,,,,0.0.0,4/23/2009,2009,2009,13,n,K,4/23/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2012,0,1,0,BK06511071318500,6,51,1,713185,0,0,,10/7/2007,10/7/2007,2007,2008,13,13,c,c,n,383200000,47005,n,n,10/7/2007,,,,,,i,p,v,i,i,,n,,A,,A,A,A,y,y,,,1957,0,1957,8470.18,0,0,8470.18,8470.18,0,8470.18,1383,2101,2046,,,,,4.3.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK08603081295700,8,60,3,812957,0,0,,5/15/2008,5/15/2008,2008,2008,13,13,c,c,y,723150000,5093,n,n,5/15/2008,723150000,5093,n,n,5/15/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,217110,153000,64110,197931.27,169611.24,11000,17320.03,186931.27,11000,197931.27,6472.44,4892.92,2373,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK05417087050100,5,41,7,870501,0,0,,,8/27/2008,2008,2008,13,13,c,c,n,785740000,48215,n,n,8/27/2008,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,45610,45000,610,23363.02,17387.02,0,5976,23363.02,0,23363.02,1259.94,1971.16,1518,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK07531088140500,7,53,1,881405,0,0,,,5/23/2008,2008,2008,13,13,c,c,y,615290000,17143,n,n,5/23/2008,615290000,17143,n,n,5/23/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,122068,88770,33298,252289.18,126579,0,125710.18,252289.18,0,252289.18,6467,5241.79,4675,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK04236096014800,4,23,6,960148,0,0,,1/19/2009,1/19/2009,2009,2009,13,13,c,c,n,245230000,51019,n,n,1/19/2009,,,,,,p,p,v,i,i,,y,C,C,C,C,B,B,y,y,,,234853.12,127226.56,107626.56,155978.95,107626.56,368.2,47984.19,155610.75,368.2,155978.95,2028.26,2209.12,1957.76,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK11281081203000,11,28,1,812030,0,0,,6/10/2008,6/10/2008,2008,2008,13,13,c,c,y,364600000,1099,n,n,6/10/2008,364710000,1099,n,n,6/10/2008,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,12980,0,12980,223635,0,16062,207573,207573,16062,223635,3386.33,1189,839,,,,,4.1.0,,,,,,,,,,,,,,,,,,N
